sentence_id	label	solved_conflict	sentence	word_count	label_encoded	sentence_length	avg_tfidf	cluster	pos_tags	pos_sequence	cleaned_sentence	processed_sentence	Assigned_Topic	Topic_Label	sentiment
61c3f550-2632-4506-b539-71f37ce710da	OBJ	False	['state', 'find', 'hard', 'retain', 'staff', 'poor', 'rural', 'urban', 'district', 'primarily', 'serve', 'student', 'color']	13	0	13	0.0011038600714899757	2	['NOUN', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'ADV', 'VERB', 'NOUN', 'NOUN']	NOUN VERB ADJ NOUN NOUN ADJ ADJ ADJ NOUN ADV VERB NOUN NOUN	['state', 'find', 'hard', 'retain', 'staff', 'poor', 'rural', 'urban', 'district', 'primarily', 'serve', 'student', 'color']	state find hard retain staff poor rural urban district primarily serve student color	0	OBJ	-0.05833333333333333
ff686f1c-7413-40ae-b31e-3f10c4febc52	OBJ	False	['ll', 'rise', 'hospitalization', 'mortality', 'high', 'proportionally', 'rise', 'case', 'simply', 'majority', 'americans', 'right', 'infect', 'vaccinate', 'immunity', 'say']	16	0	16	0.0011762871803603417	2	['AUX', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'ADV', 'NOUN', 'NOUN', 'ADV', 'VERB', 'PROPN', 'ADV', 'PROPN', 'PROPN', 'NOUN', 'VERB']	AUX VERB NOUN NOUN ADJ ADV NOUN NOUN ADV VERB PROPN ADV PROPN PROPN NOUN VERB	['ll', 'rise', 'hospitalization', 'mortality', 'high', 'proportionally', 'rise', 'case', 'simply', 'majority', 'americans', 'right', 'infect', 'vaccinate', 'immunity', 'say']	ll rise hospitalization mortality high proportionally rise case simply majority americans right infect vaccinate immunity say	0	OBJ	0.14857142857142858
aa46d4c3-21a2-478d-9c72-d2091fb1c297	OBJ	False	['economist', 'call', 'limit', 'liability', 'mans', 'great', 'invention']	7	0	7	0.0008120543202159351	2	['NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN']	NOUN NOUN NOUN NOUN NOUN ADJ NOUN	['economist', 'call', 'limit', 'liability', 'mans', 'great', 'invention']	economist call limit liability mans great invention	0	OBJ	0.8
8ab997bd-c6d4-43a5-b1f6-21ae541ff3be	OBJ	False	['reference', 'state', 'provide', 'improve', 'attorney', 'license', 'immigrant', 'population', 'daca', 'recipient', 'legal', 'immigrant', 'andor', 'unauthorized', 'immigrant', 'massey', 'say', 'email']	18	0	18	0.0011298152020237735	3	['NOUN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'PROPN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'VERB', 'NOUN']	NOUN NOUN NOUN VERB NOUN NOUN ADJ NOUN PROPN NOUN ADJ NOUN NOUN ADJ NOUN ADV VERB NOUN	['reference', 'state', 'provide', 'improve', 'attorney', 'license', 'immigrant', 'population', 'daca', 'recipient', 'legal', 'immigrant', 'andor', 'unauthorized', 'immigrant', 'massey', 'say', 'email']	reference state provide improve attorney license immigrant population daca recipient legal immigrant andor unauthorized immigrant massey say email	0	OBJ	0.2
a37dd484-e3fd-454d-9076-d09eadeebf97	OBJ	False	['catch', 'culture', 'war', 'recent', 'poll', '88', 'percent', 'teacher', 'say', 'education', 'politicize', 'teach']	12	0	12	0.0010566595820405797	2	['PROPN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NUM', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'NOUN']	PROPN NOUN NOUN ADJ NOUN NUM NOUN NOUN VERB NOUN NOUN NOUN	['catch', 'culture', 'war', 'recent', 'poll', '88', 'percent', 'teacher', 'say', 'education', 'politicize', 'teach']	catch culture war recent poll 88 percent teacher say education politicize teach	1	SUBJ	0.0
c7cc5770-dece-4579-a479-fa7409f8bc0a	OBJ	False	['week', 'bf7', 'surpass']	3	0	3	0.0005307795219153812	2	['NOUN', 'NOUN', 'NOUN']	NOUN NOUN NOUN	['week', 'bf7', 'surpass']	week bf7 surpass	0	OBJ	0.0
a9e1eabe-25fc-4a6b-8e46-d948a5c1104c	OBJ	False	['allow', 'local', 'authority', 'issue', '500bn', 'special', 'bond', 'suppose', 'repay', 'revenue', 'infrastructure', 'project', 'finance']	13	0	13	0.0011110446288266256	2	['VERB', 'ADJ', 'NOUN', 'NOUN', 'PROPN', 'ADJ', 'NOUN', 'VERB', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'NOUN']	VERB ADJ NOUN NOUN PROPN ADJ NOUN VERB VERB NOUN NOUN NOUN NOUN	['allow', 'local', 'authority', 'issue', '500bn', 'special', 'bond', 'suppose', 'repay', 'revenue', 'infrastructure', 'project', 'finance']	allow local authority issue 500bn special bond suppose repay revenue infrastructure project finance	1	SUBJ	0.17857142857142858
e971ffca-9618-4b14-9550-d5c7b16b4891	SUBJ	False	['fraud', 'massively', 'insane', 'americans', 'will', 'not']	6	1	6	0.0007513895847512105	2	['NOUN', 'ADV', 'ADJ', 'PROPN', 'AUX', 'PART']	NOUN ADV ADJ PROPN AUX PART	['fraud', 'massively', 'insane', 'americans', 'will', 'not']	fraud massively insane americans will not	0	OBJ	-1.0
a6ff6961-4888-4291-b365-f81ea80a76eb	OBJ	False	['statement', 'white', 'house', 'say', 'administration', 'act', 'limit', 'fund', 'increase', 'supply', 'athome', 'covid19', 'test', 'strategic', 'national', 'stockpile', 'sns', 'purchase', '100', 'million', 'additional', 'athome', 'rapid', 'test', 'domestic', 'manufacturer']	26	0	26	0.0014420523537176115	2	['PROPN', 'PROPN', 'PROPN', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'NOUN', 'PROPN', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NUM', 'NUM', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'NOUN']	PROPN PROPN PROPN VERB PROPN PROPN PROPN NOUN NOUN NOUN PROPN NOUN NOUN ADJ ADJ NOUN NOUN NOUN NUM NUM ADJ ADJ ADJ NOUN ADJ NOUN	['statement', 'white', 'house', 'say', 'administration', 'act', 'limit', 'fund', 'increase', 'supply', 'athome', 'covid19', 'test', 'strategic', 'national', 'stockpile', 'sns', 'purchase', '100', 'million', 'additional', 'athome', 'rapid', 'test', 'domestic', 'manufacturer']	statement white house say administration act limit fund increase supply athome covid19 test strategic national stockpile sns purchase 100 million additional athome rapid test domestic manufacturer	1	SUBJ	0.0
a476b7a7-98c6-4db0-8193-1c105e325c0d	OBJ	False	['reduce', 'cost', 'government', 'measure', 'tend', 'serve', 'potent', 'force', 'act', 'extend', 'government']	11	0	11	0.000975533399181568	1	['VERB', 'NOUN', 'NOUN', 'NOUN', 'AUX', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN']	VERB NOUN NOUN NOUN AUX VERB ADJ NOUN NOUN NOUN NOUN	['reduce', 'cost', 'government', 'measure', 'tend', 'serve', 'potent', 'force', 'act', 'extend', 'government']	reduce cost government measure tend serve potent force act extend government	1	SUBJ	0.5
31ab5053-e58e-4ba8-8f4d-af9d1b85f96c	SUBJ	False	['boris', 'johnson', 'declare', 'level', 'define', 'mission', 'administration', 'practice', 'main', 'usage', 'sloganpolicy', 'pretend', 'government', 'actually', 'positive', 'alongside', 'draconian', 'piece', 'legislation', 'attack', 'democracy']	21	1	21	0.0014013656350105898	2	['PROPN', 'PROPN', 'PROPN', 'NOUN', 'PROPN', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADV', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN']	PROPN PROPN PROPN NOUN PROPN NOUN NOUN VERB ADJ NOUN NOUN VERB NOUN ADV ADJ ADP ADJ NOUN NOUN NOUN NOUN	['boris', 'johnson', 'declare', 'level', 'define', 'mission', 'administration', 'practice', 'main', 'usage', 'sloganpolicy', 'pretend', 'government', 'actually', 'positive', 'alongside', 'draconian', 'piece', 'legislation', 'attack', 'democracy']	boris johnson declare level define mission administration practice main usage sloganpolicy pretend government actually positive alongside draconian piece legislation attack democracy	0	OBJ	0.19696969696969696
f5b5a680-4636-4448-9c51-a2f504f9eb73	OBJ	False	['far', 'away', 'black', 'neighborhood', 'neighborhood', 'bypass', 'cut']	7	0	7	0.0007219465040499858	2	['ADV', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN']	ADV ADV ADJ NOUN NOUN NOUN NOUN	['far', 'away', 'black', 'neighborhood', 'neighborhood', 'bypass', 'cut']	far away black neighborhood neighborhood bypass cut	0	OBJ	-0.033333333333333326
f0ab93fd-ded6-4210-b5bd-0bd487eb3e0e	SUBJ	False	['observe', 'strange', 'bedfellowship']	3	1	3	0.0005356331247811449	2	['VERB', 'ADJ', 'NOUN']	VERB ADJ NOUN	['observe', 'strange', 'bedfellowship']	observe strange bedfellowship	1	SUBJ	-0.05
91150888-3ed2-4fcd-97ff-219149a0e13d	OBJ	False	['suppose', 'differently']	2	0	2	0.0004341130223522357	2	['VERB', 'ADV']	VERB ADV	['suppose', 'differently']	suppose differently	1	SUBJ	0.0
933fec57-8c72-4ef0-8953-857b6e2f74fb	SUBJ	False	['currently', 'evidence', 'direct', 'question', 'scrutiny', 'merit']	6	1	6	0.0007551153058067037	2	['ADV', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'NOUN']	ADV VERB ADJ NOUN NOUN NOUN	['currently', 'evidence', 'direct', 'question', 'scrutiny', 'merit']	currently evidence direct question scrutiny merit	1	SUBJ	0.05
8a0f6e11-c4cc-471d-9687-80e71c5a3301	OBJ	False	['china', 'string', 'pull']	3	0	3	0.0005298705533025353	2	['PROPN', 'PROPN', 'VERB']	PROPN PROPN VERB	['china', 'string', 'pull']	china string pull	0	OBJ	0.0
9ebd51e3-8f5a-4174-938f-1efdf3bfe85d	SUBJ	False	['reason', 'lack', 'actual', 'level', 'clear', 'people', 'run', 'ideology', 'interest', 'conservative', 'party']	11	1	11	0.0010155397839428793	2	['NOUN', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'NOUN']	NOUN VERB ADJ NOUN ADJ NOUN VERB NOUN NOUN ADJ NOUN	['reason', 'lack', 'actual', 'level', 'clear', 'people', 'run', 'ideology', 'interest', 'conservative', 'party']	reason lack actual level clear people run ideology interest conservative party	1	SUBJ	0.049999999999999996
4d21c9ea-27f0-473b-85c0-f130f3cd2e72	OBJ	False	['union', 'manage', 'win', 'increase', 'health', 'care', 'copay', 'deductible', 'key', 'stick', 'point', 'underreporte', 'medium']	13	0	13	0.0011050987891747324	4	['NOUN', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'PROPN', 'NOUN', 'ADJ', 'NOUN']	NOUN VERB NOUN NOUN NOUN NOUN NOUN ADJ ADJ PROPN NOUN ADJ NOUN	['union', 'manage', 'win', 'increase', 'health', 'care', 'copay', 'deductible', 'key', 'stick', 'point', 'underreporte', 'medium']	union manage win increase health care copay deductible key stick point underreporte medium	0	OBJ	0.4
07b28f64-dd52-4899-8ebb-50388106a869	OBJ	False	['growth', 'advantage', 'multiple', 'country', 'make', 'reasonable', 'think', 'bf7', 'gain', 'foothold', 'potentially', 'transmissible', 'parent', 'ba5', 'ray', 'say']	16	0	16	0.0012270208660538657	2	['NOUN', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'VERB', 'NOUN', 'VERB', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'PROPN', 'NOUN', 'VERB']	NOUN NOUN ADJ NOUN VERB ADJ VERB NOUN VERB NOUN ADV ADJ NOUN PROPN NOUN VERB	['growth', 'advantage', 'multiple', 'country', 'make', 'reasonable', 'think', 'bf7', 'gain', 'foothold', 'potentially', 'transmissible', 'parent', 'ba5', 'ray', 'say']	growth advantage multiple country make reasonable think bf7 gain foothold potentially transmissible parent ba5 ray say	0	OBJ	0.06666666666666667
6751566d-fc18-45e9-941a-b778beb79062	OBJ	False	['central', 'mechanism', 'process', 'introduction', 'national', 'development', 'management', 'policy', 'ndmp', 'override', 'policy', 'local', 'council', 'lead', 'decisionmake', 'particular', 'site', 'controversial', 'subject', 'public', 'debate', 'deliberation', 'limit']	23	0	23	0.0014259758331781568	2	['ADJ', 'NOUN', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'NOUN']	ADJ NOUN NOUN NOUN PROPN PROPN NOUN NOUN NOUN NOUN NOUN ADJ NOUN NOUN VERB ADJ NOUN ADJ ADJ ADJ NOUN NOUN NOUN	['central', 'mechanism', 'process', 'introduction', 'national', 'development', 'management', 'policy', 'ndmp', 'override', 'policy', 'local', 'council', 'lead', 'decisionmake', 'particular', 'site', 'controversial', 'subject', 'public', 'debate', 'deliberation', 'limit']	central mechanism process introduction national development management policy ndmp override policy local council lead decisionmake particular site controversial subject public debate deliberation limit	1	SUBJ	0.09166666666666667
534400f6-3a94-4c84-8c0d-57127f013799	OBJ	False	['cry', 'racism', 'work', 'peak', 'safari', 'claim', 'feed', '6000', 'child', 'day']	10	0	10	0.0009666956552787123	2	['VERB', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'NUM', 'NOUN', 'NOUN']	VERB NOUN NOUN NOUN ADJ NOUN VERB NUM NOUN NOUN	['cry', 'racism', 'work', 'peak', 'safari', 'claim', 'feed', '6000', 'child', 'day']	cry racism work peak safari claim feed 6000 child day	0	OBJ	0.0
0e752cf4-2111-44cc-ad78-e6deaeeba1c1	SUBJ	True	['despite', 'talk', 'postindustrial', 'service', 'economy', 'get', 'fact', 'economy', 'function', 'industrial', 'labour']	11	1	11	0.0009526227362304725	2	['SCONJ', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'NOUN']	SCONJ NOUN ADJ NOUN NOUN VERB NOUN NOUN VERB ADJ NOUN	['despite', 'talk', 'postindustrial', 'service', 'economy', 'get', 'fact', 'economy', 'function', 'industrial', 'labour']	despite talk postindustrial service economy get fact economy function industrial labour	1	SUBJ	0.0
200ae773-1d33-41da-95db-4fda10929cf8	SUBJ	False	['observe', 'time', 'prosperity', 'government', 'bind', 'extend', 'revenue', 'plenty', 'purblind', 'demand', 'special', 'benefit', 'confer', 'public', 'credit']	15	1	15	0.0011746963676498732	1	['VERB', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN']	VERB NOUN NOUN NOUN NOUN VERB NOUN ADJ NOUN NOUN ADJ NOUN NOUN ADJ NOUN	['observe', 'time', 'prosperity', 'government', 'bind', 'extend', 'revenue', 'plenty', 'purblind', 'demand', 'special', 'benefit', 'confer', 'public', 'credit']	observe time prosperity government bind extend revenue plenty purblind demand special benefit confer public credit	1	SUBJ	0.17857142857142858
4fecb402-b8d4-45fe-842e-babddbe9aa1b	OBJ	False	['limit']	1	0	1	0.0003098853424233034	2	['VERB']	VERB	['limit']	limit	0	OBJ	0.0
08834a92-4384-4591-bed6-5090a828eb9b	OBJ	False	['main', 'concern', 'committee', 'bill', 'vague', 'unspecified', 'cut', 'power', 'like', 'provision', 'secretary', 'state', 'secondary', 'legislation', 'bill', 'substantive', 'content', 'future']	18	0	18	0.0012436405917075342	4	['ADJ', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN']	ADJ NOUN NOUN PROPN PROPN ADJ NOUN NOUN ADP NOUN NOUN NOUN ADJ NOUN NOUN ADJ NOUN NOUN	['main', 'concern', 'committee', 'bill', 'vague', 'unspecified', 'cut', 'power', 'like', 'provision', 'secretary', 'state', 'secondary', 'legislation', 'bill', 'substantive', 'content', 'future']	main concern committee bill vague unspecified cut power like provision secretary state secondary legislation bill substantive content future	0	OBJ	-0.15833333333333333
9c0ba5db-63c9-4c46-b938-7329a7e3be15	OBJ	False	['stakeholder', 'capitalism', 'refersor', 'referto', 'idea', 'company', 'serve', 'shareholder', 'societal', 'interest']	10	0	10	0.0009698285047178101	2	['NOUN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN']	NOUN NOUN NOUN VERB NOUN NOUN VERB NOUN ADJ NOUN	['stakeholder', 'capitalism', 'refersor', 'referto', 'idea', 'company', 'serve', 'shareholder', 'societal', 'interest']	stakeholder capitalism refersor referto idea company serve shareholder societal interest	0	OBJ	0.0
76803cdc-afd6-47fa-98aa-a7ac17ec6fcc	OBJ	False	['plan', 'like', 'nhs', 'area', 'postwar', 'welfare', 'state', 'neoliberal', 'politician', 'able', 'fully', 'dismantle']	12	0	12	0.0010545210587986514	4	['NOUN', 'ADP', 'PROPN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'AUX', 'ADV', 'VERB']	NOUN ADP PROPN NOUN ADJ NOUN NOUN ADJ NOUN AUX ADV VERB	['plan', 'like', 'nhs', 'area', 'postwar', 'welfare', 'state', 'neoliberal', 'politician', 'able', 'fully', 'dismantle']	plan like nhs area postwar welfare state neoliberal politician able fully dismantle	1	SUBJ	0.5
1e998db4-55ec-4ada-af94-7b451434fcb9	SUBJ	False	['predictive', 'programming']	2	1	2	0.00043824405403566626	2	['ADJ', 'NOUN']	ADJ NOUN	['predictive', 'programming']	predictive programming	0	OBJ	0.0
099ebe96-a98c-4e5c-b9ad-723f19ab434c	OBJ	False	['ba275', 'predict', 'overtake', 'place', 'ba5217', 'similar', 'advantage', 'plain', 'ba5', 'different', 'outcome']	11	0	11	0.001023087554531268	2	['PROPN', 'VERB', 'NOUN', 'NOUN', 'INTJ', 'ADJ', 'NOUN', 'ADV', 'ADJ', 'ADJ', 'NOUN']	PROPN VERB NOUN NOUN INTJ ADJ NOUN ADV ADJ ADJ NOUN	['ba275', 'predict', 'overtake', 'place', 'ba5217', 'similar', 'advantage', 'plain', 'ba5', 'different', 'outcome']	ba275 predict overtake place ba5217 similar advantage plain ba5 different outcome	0	OBJ	-0.07142857142857142
7386c1a8-bfaa-40f4-9cb6-4b9cd43cc330	OBJ	False	['child', 'far', 'handicap', 'physically', 'mentally', 'need', 'special', 'treatment', 'train']	9	0	9	0.000919346138047129	2	['NOUN', 'ADV', 'VERB', 'ADV', 'ADV', 'VERB', 'ADJ', 'NOUN', 'NOUN']	NOUN ADV VERB ADV ADV VERB ADJ NOUN NOUN	['child', 'far', 'handicap', 'physically', 'mentally', 'need', 'special', 'treatment', 'train']	child far handicap physically mentally need special treatment train	0	OBJ	0.11904761904761905
c4643a8a-ad73-41df-a950-8f54c7141b02	OBJ	False	['run', 'rondo', 'neighborhood', 'black', 'neighborhood', 'twin', 'city']	7	0	7	0.0007219386121670587	2	['VERB', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN']	VERB NOUN NOUN ADJ NOUN ADJ NOUN	['run', 'rondo', 'neighborhood', 'black', 'neighborhood', 'twin', 'city']	run rondo neighborhood black neighborhood twin city	0	OBJ	-0.16666666666666666
b349e288-3f96-4174-93c2-962862426f47	OBJ	False	['politician', 'come', 'forward']	3	0	3	0.0005314404894839134	2	['NOUN', 'VERB', 'ADV']	NOUN VERB ADV	['politician', 'come', 'forward']	politician come forward	0	OBJ	0.0
ad238ccb-6a49-4e20-ba92-626b605e2f15	OBJ	False	['public', 'credit', 'nation', 'different']	4	0	4	0.0006095881076378555	2	['ADJ', 'NOUN', 'NOUN', 'ADJ']	ADJ NOUN NOUN ADJ	['public', 'credit', 'nation', 'different']	public credit nation different	1	SUBJ	0.0
0e0143d4-cbb1-41ee-8219-14fbc7fed78c	OBJ	False	['kristine', 'garina', 'latvian', 'president', 'european', 'pride', 'organiser', 'association', 'say', 'organiser', 'appeal', 'ban', 'court']	13	0	13	0.0010288478956432953	3	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'NOUN']	PROPN PROPN PROPN PROPN PROPN PROPN NOUN NOUN VERB NOUN NOUN NOUN NOUN	['kristine', 'garina', 'latvian', 'president', 'european', 'pride', 'organiser', 'association', 'say', 'organiser', 'appeal', 'ban', 'court']	kristine garina latvian president european pride organiser association say organiser appeal ban court	0	OBJ	0.0
dfa1b296-91b3-45b9-9800-b0bea1f62dae	OBJ	True	['black', 'tend', 'live', 'near', 'center', 'city', 'neighborhood', 'tend', 'chop']	9	0	9	0.0008361289663108234	2	['ADJ', 'VERB', 'VERB', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'NOUN']	ADJ VERB VERB ADP NOUN NOUN NOUN VERB NOUN	['black', 'tend', 'live', 'near', 'center', 'city', 'neighborhood', 'tend', 'chop']	black tend live near center city neighborhood tend chop	1	SUBJ	-0.007575757575757576
fa7a13a7-619c-452b-87d8-fbe81059b130	OBJ	False	['principal', 'reason', 'point', 'view', 'government', 'universal', 'income', 'tax', 'powerful', 'restraint', 'expansion', 'government']	12	0	12	0.0010147551840856434	1	['ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN']	ADJ NOUN NOUN NOUN NOUN ADJ NOUN NOUN ADJ NOUN NOUN NOUN	['principal', 'reason', 'point', 'view', 'government', 'universal', 'income', 'tax', 'powerful', 'restraint', 'expansion', 'government']	principal reason point view government universal income tax powerful restraint expansion government	1	SUBJ	0.15
27b8f9ba-9abf-4257-b92d-062338333046	SUBJ	False	['stakeholder', 'capitalism', 'poison', 'democracy', 'partisan', 'politic', 'poison', 'capitalism']	8	1	8	0.000708051483138261	2	['NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN']	NOUN NOUN NOUN NOUN ADJ ADJ NOUN NOUN	['stakeholder', 'capitalism', 'poison', 'democracy', 'partisan', 'politic', 'poison', 'capitalism']	stakeholder capitalism poison democracy partisan politic poison capitalism	0	OBJ	0.0
0156b6cd-b7db-4180-8510-5fd9e2b64496	OBJ	False	['thing', 'particular', 'pcl', 'business']	4	0	4	0.0006181985029296781	2	['NOUN', 'ADJ', 'CCONJ', 'NOUN']	NOUN ADJ CCONJ NOUN	['thing', 'particular', 'pcl', 'business']	thing particular pcl business	1	SUBJ	0.16666666666666666
992e2e04-1374-4fee-b888-f0bb95700e76	OBJ	False	['economy', 'elimination', 'graft', 'needless', 'waste', 'consolidation', 'government', 'competitive', 'part', 'reform', 'structure', 'limit', 'number', 'local', 'civic', 'unit', 'duplication', 'costly']	18	0	18	0.0012961852995430317	1	['NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'ADJ']	NOUN NOUN NOUN ADJ NOUN NOUN NOUN ADJ NOUN NOUN NOUN NOUN NOUN ADJ ADJ NOUN NOUN ADJ	['economy', 'elimination', 'graft', 'needless', 'waste', 'consolidation', 'government', 'competitive', 'part', 'reform', 'structure', 'limit', 'number', 'local', 'civic', 'unit', 'duplication', 'costly']	economy elimination graft needless waste consolidation government competitive part reform structure limit number local civic unit duplication costly	1	SUBJ	-0.2333333333333333
97fb9359-cbd3-4df2-8e53-d098e9a00fa8	SUBJ	False	['local', 'farright', 'activist', 'appear', 'quietly', 'accept', 'defeat', 'belgrade', 'pride', 'tame', 'smallscale', 'annual', 'event', 'ferocity', 'opposition', 'europride', 'reveal', 'social', 'attitude', 'different', '2001']	21	1	21	0.0014072632587263402	2	['ADJ', 'ADJ', 'NOUN', 'AUX', 'ADV', 'VERB', 'NOUN', 'PROPN', 'PROPN', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'NUM']	ADJ ADJ NOUN AUX ADV VERB NOUN PROPN PROPN VERB ADJ ADJ NOUN NOUN NOUN NOUN VERB ADJ NOUN ADJ NUM	['local', 'farright', 'activist', 'appear', 'quietly', 'accept', 'defeat', 'belgrade', 'pride', 'tame', 'smallscale', 'annual', 'event', 'ferocity', 'opposition', 'europride', 'reveal', 'social', 'attitude', 'different', '2001']	local farright activist appear quietly accept defeat belgrade pride tame smallscale annual event ferocity opposition europride reveal social attitude different 2001	1	SUBJ	-0.03666666666666667
8e7acea0-9771-4e03-834d-70fa10945638	OBJ	False	['visibility', 'increase', 'progress', 'belgrade']	4	0	4	0.0006094797165600274	2	['NOUN', 'NOUN', 'NOUN', 'VERB']	NOUN NOUN NOUN VERB	['visibility', 'increase', 'progress', 'belgrade']	visibility increase progress belgrade	1	SUBJ	0.0
dcb55612-bc0c-4ddf-bb9d-9851e7436dd8	OBJ	False	['pictwittercomthb42hdbho', 'tom', 'wenseleer', 'twenseleer', 'august', '21', '2022', 'far', 'belgium', 'see', 'lion', 'share', 'bf7', 'case', 'identify', 'globally', '25']	17	0	17	0.0012661110634341567	2	['ADJ', 'NOUN', 'NOUN', 'NOUN', 'PROPN', 'NUM', 'NUM', 'ADV', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'VERB', 'ADV', 'NUM']	ADJ NOUN NOUN NOUN PROPN NUM NUM ADV NOUN VERB PROPN PROPN NOUN NOUN VERB ADV NUM	['pictwittercomthb42hdbho', 'tom', 'wenseleer', 'twenseleer', 'august', '21', '2022', 'far', 'belgium', 'see', 'lion', 'share', 'bf7', 'case', 'identify', 'globally', '25']	pictwittercomthb42hdbho tom wenseleer twenseleer august 21 2022 far belgium see lion share bf7 case identify globally 25	0	OBJ	0.05
5e63fc65-41f2-49aa-a593-45344a9f9c6c	SUBJ	True	['nation', '31', 'million', 'publicschool', 'teacher', 'deeply', 'disenchant', 'profession']	8	1	8	0.0008665628749363117	2	['NOUN', 'NUM', 'NUM', 'NOUN', 'NOUN', 'ADV', 'ADJ', 'NOUN']	NOUN NUM NUM NOUN NOUN ADV ADJ NOUN	['nation', '31', 'million', 'publicschool', 'teacher', 'deeply', 'disenchant', 'profession']	nation 31 million publicschool teacher deeply disenchant profession	1	SUBJ	0.0
b07f5f9e-afd1-42a8-a473-51b3e35eef03	OBJ	False	['president', 'hoover', 'say', 'taste', 'emergency', 'power', 'government']	7	0	7	0.0007883123680068179	1	['PROPN', 'PROPN', 'VERB', 'VERB', 'NOUN', 'NOUN', 'NOUN']	PROPN PROPN VERB VERB NOUN NOUN NOUN	['president', 'hoover', 'say', 'taste', 'emergency', 'power', 'government']	president hoover say taste emergency power government	0	OBJ	0.0
