sentence_id	sentence	label
MIS_1027-eurl_01_027	وإثيوبيا استغلت «ثورة يناير» للبدء فى إجراءات البناء	SUBJ
FAT_1225-eurl_03_004	ها هم حولوا فرحنا إلى جريمة بشعة إلى حزن ... لماذا؟ ما ذنب الأم والأب ؟ من أجل فرحة نقتل طفلاً ...	SUBJ
AFP_29-eurl_02_002	وتعتزم فرنسا نشر أربع سفن لاحتواء التسرب النفطي في البحر والاستعداد لعملية تنظيف برية.	OBJ
AFP_724-eurl_05_011	وتحيي جمهورية الكونغو الديمقراطية الثلاثاء ذكرى استقلالها الـ60 عن بلجيكا، وكذلك ذكرى بطلها الوطني باتريس لومومبا، الذي تحول إلى أيقونة لدى الناشطين الجدد المناهضين للاستعمار، والذين يطالبون القوى الاستعمارية السابقة بتحمل المسؤولية عن ماضيها.	OBJ
MIS_1955-eurl_01_029	وهذه العصابة الإسرائيلية لم تقتل شخصا واحدا فقط، بل قتلت الملايين وقتلت شعبا واغتالت وطنا، واستولت على الأموال بغير حق، ثم يأتي هؤلاء الخونة فيعترفون بما يعتبرونه حقوق هذه العصابة.	SUBJ
FAT_290-eurl_02_013	أحداث الحادي عشر من سبتمبر/أيلول جعلت المستقبل أمامي غامضا، وتساءلت لماذا يفكر الناس بصورة سيئة حول معتقدي	SUBJ
MIS_209-curl_05_011	إذن: علينا أن نقول: نعم يا رب رأينا مساكنهم ومررنا بها – ولو من خلال الصور الحديثة التي التقطت لهذه القرى.	SUBJ
MIS_855-eurl_01_007	- من المعروف أن حوارا أجري بين قطر والسعودية لحل الأزمة انتهى مطلع العام الجاري بشكل مفاجئ من الجانب السعودي، ما هي النقطة التي توقف عندها الحوار؟ وهل ثمة نتائج تحققت؟	SUBJ
AFP_613-eurl_01_003	ووجه الرئيس بإنجاز تلك المشروعات وفق جدول زمني سريع كما هو مخطط لرفع المعاناة عن المواطنين وقاطني حي مصر الجديدة وفق اعلي معايير الجودة وكذا مراعاة مواكبة التصميمات الهندسية للمشروعات للطابع المعماري للحي، كما حرص الرئيس علي الالتقاء مع عدد من العاملين بتلك المشروعات.	OBJ
MIS_1869-curl_06_004	امير موسى: مبارك للشاب الخلوق حمازي الخطوبه	OBJ
MIS_702-curl_02_018	وشارك هذا الأسبوع حساب «ناسا» الخاص بالشمس والفضاء على «تويتر» منشوراً وسط مخاوف بشأن الحد الأدنى للطاقة الشمسية، قائلاً: «تمر الشمس بدورات منتظمة من النشاط المرتفع والمنخفض.	OBJ
MIS_887-curl_03_001	أثيت تحليل الحمض النووي أن ساعي بريد متقاعداً يبلغ من العمر 87 عاما قد أنجب أكثر من 1300 طفل غير شرعي.	OBJ
MIS_1093-curl_02_020	"لذلك تظهر أثار الشيخوخة على البصر قبل وظائف الجسم الأخرى، فعلى مر الزمن يقل انتاج طاقة ""إي تي بي"" بنسبة 70 بالمئة، مما يتسبب في ضعف الشبكية وبالتالي تراجع النظر بشكل ملحوظ عند التقدم في العمر."	OBJ
MIS_855-eurl_01_056	أما على مستوى العلاقات الدولية، فقد كشفت هذه الجائحة عن المشكلات الهيكلية التي يعاني منها النظام الدولي والمنظمات متعددة الأطراف، والتي طالما أكد عليها سمو أمير دولة قطر في خطاباته الأخيرة أمام الجمعية العامة للأمم المتحدة، وبالرغم من تشكك الكثيرين في فاعلية العمل متعدد الأطراف إلا أن الأزمة الحالية أثبتت أن طبيعة عالمنا الحديث والمتداخل في أنظمته يستوجب وجود هذا العمل الجماعي المشترك، إذ لا يمكن أن ينجو جزء من العالم من هذه الجائحة دون الجزء الآخر، ويبقى السؤال: كيف يمكننا تحويل هذه المحنة إلى منحة تجعلنا نعيد هيكلة هذا النظام العالمي لمصلحة الإنسان؟	SUBJ
MIS_702-curl_02_014	وتابعوا: «حتى لو استمر الحد الأدنى للطاقة الشمسية الكبرى قرناً، فإن درجات الحرارة العالمية ستستمر في الارتفاع، ذلك لأن هناك عوامل أكثر من مجرد الاختلافات في ناتج الشمس تغير درجات الحرارة العالمية على الأرض.	OBJ
MIS_1157-eurl_04_047	المسافة بين غرفة العناية التي يرقد فيها العربيد، ومنزل شيرين العيساوي في بلدتها المتاخمة للمستشفى قصيرة جداً ولا تتعدى سوى بضع مئات من الأمتار، لكنّ المسافة بين ماضٍ قريب عانت فيه من التعذيب خلال اعتقالات عدة تعرّضت لها في السنوات الماضية، وبين ما تعرض له الأسير العربيد من التنكيل قد تكون الأقرب وجدانياً لها، وهي التي لا تزال تترقّب تحرر أشقاءها الأسرى وعلى رأسهم سامر العيساوي.	SUBJ
AFP_587-curl_03_011	العاصمة تغرق بعد سويعات فقط من الأمطار...	OBJ
MIS_2753-eurl_03_010	6-دعوة الأشخاص الذين يتجاوز سنهم الـ65 سنة إلى الالتزام بالبقاء في المنزل مع الاكتفاء بقضاء الحاجيات الأساسية والابتعاد عن الأماكن المكتظة والمغلقة والأسواق.	OBJ
AFP_376-eurl_05_006	وبعد الكارثة، وصل نحو 300 مسعف وقروي إلى الموقع للبحث عن ناجين، فوقع انهيار ثلجي ثان قرابة ظهر الأربعاء في الموقع نفسه، فيما كانت عمليات البحث جارية.	OBJ
MIS_213-curl_04_006	"وتدرج في سلم القيادة العسكرية فعين عام 1964 قائداً لإحدى القواعد الجوية غرب القاهرة، وتلقى دراسات عليا في أكاديمية ""فرونزا"" العسكرية في الاتحاد السوفيتي السابق."	OBJ
AFP_903-curl_04_008	وتنظم إيرلندا يوم الجمعة المقبل استفتاء حول زواج المثليين الذي بات قانونيا في 17 بلدا.	OBJ
MIS_891-eurl_01_009	إرشادات بدلا من التحذير من السفر	SUBJ
VER_497-curl_04_002	وكشف التقرير أن هناك تحركاً سريعاً تم من قبل منظومة الاتصالات وتقنية المعلومات في السعودية، حيث نجحت السعودية في تحقيق التكامل بين جميع الجهات في القطاعات المحورية مثل الاتصالات وتقنية المعلومات والصحة والتعليم، والتعاون مع الشركات المقدمة لخدمات الاتصالات لإتاحة استخدام التطبيقات الهامة مجاناً.	OBJ
MIS_855-eurl_01_036	بدأنا نرى التلاعب بالرأي العام من خلال الجيوش الإلكترونية وبثاً للزيف على أنه حقيقة، والقيم المصطنعة والمسمومة على أنها نتاج عضوي وطبيعي من المجتمع في حين تقف خلفها ملايين الدولارات التي تدفع لبعض الشركات التي تخصصت في توجيه الرأي العام وعدم عكس الحقائق كما هي.	SUBJ
MIS_2852-curl_04_003	"وتابع: ""يمكننا القيام بذلك لأن جهازنا الصحي هو من الأكثر تطورا عالميا، ويشكل نموذجا حقيقيا يحتذى به بالنسبة لدول العالم""."	OBJ
MIS_2200-eurl_04_054	المحاور: نعم، لكن الولايات المتحدة تقول أنها على قناعة ولديها أدلة بتورطكم بهذه العمليات، وحتى الآن لم تكشف هي عن هذه الأدلة غير أنه في التحقيقات يقال أن شخص كان من جماعتكم أو من أنصاركم اعترف للمخابرات الأميركية بأشياء كثيرة عن تنظيمكم وعن علاقتكم بعمليات حتى مركز.	OBJ
MIS_560-curl_04_009	"وتابع: ""أما الذي يغضب من مسلسل أم_هارون على سبيل المثال ويخاف من كلمة تطبيع فهو فاقد البوصلة ضعيف الإرادة."	OBJ
MIS_291-eurl_03_003	ويمثل ذلك زيادة في عدد الاختبارات عما كانت الشركة تعرضه من قبل.	OBJ
AFP_614-eurl_08_006	"وداود، الصحافي والسياسي البارز، هو عضو بارز في تحالف واسع للأحزاب اليسارية والليبرالية المعارضة التي دعت الثلاثاء إلى ""حوار وطني"" مع السلطات."	OBJ
MIS_572-curl_18_005	عبر سلسلة من التغريدات على موقع «تويتر».	OBJ
MIS_176-eurl_01_010	يشار أنه في ساعات صباح الجمعة، تلا أئمة وحفاظ قادمين من دول عدة، آيات من القرآن الكريم والأناشيد الدينية.	OBJ
MIS_239-curl_04_022	"وأوضحت: ""أبلغنا منظمة الصحة العالمية بالإصابات الجديدة، وأنها آتية من الخارج""."	OBJ
FAT_688-eurl_01_008	أما عقوبة الأب، فتكون بالسجن لمدة لا تقل عن شهر ولا تزيد على سنة، وبغرامة لا تقل عن 5 آلاف ريـال، ولا تزيد على 50 ألف ريـال، أو بإحدى هاتيْن العقوبتيْن، له ولكل من يرتكب فِعلاً يشكّل جريمة من أفعال الإيذاء الواردة في المادة الأولى من هذا النظام، وفي حال تكررت فعلته فإن العقوبة تتضاعف، وللمحكمة إصدار عقوبة بديلة.	OBJ
AFP_916-eurl_01_002	وشمل االتكريم كل من: فتحية كامل حسين، الأم المثالية لمحافظة كفر الشيخ، والأم المثالية لمحافظة الدقهلية السيدة سمية محمد حسن حسونة.	OBJ
MIS_366-curl_03_012	عاشت تيريز هلسة في العاصمة الأردنية عمان مع زوجها وأولادها الثلاثة، وحرمت من دخول الأراضي الفلسطينية ورؤية عائلتها.	OBJ
MIS_238-curl_02_004	"واستكمل تقرير ""مباشر قطر""،: ""المصادر ظلت تبحث على مدار اليومين الماضيين عن الجديد الذي قام به تميم قبل وعكته الصحية , فاكتشفوا أنه استقبل فتاة أمريكية قادمة من إيطاليا دون أن يعلم بحملها للفيروس ما جعله يتعرض للعدوى فى انتظار مصيره الذى يتمنى كثيرون فى الداخلِ القطرى ودول العالم أن يكون موته عاجلاً غير آجل ""."	SUBJ
MIS_199-curl_01_018	وشدد الروبى، على أن أبو بكر الصديق رفع الأذان عدة مرات لتصادف وجوده قبل مؤذن رسول الله بلال بن رباح وقام الحضور بتقديمه للأذان والصلاة كونه أفضل الناس بعد رسول الله ومع فضليته لم يوافق يوما على أن يقوم بدور الخليفة المؤذن، أو أن يتقدم بلال بن رباح مؤذن الرسول.	OBJ
AFP_376-eurl_05_007	وأفادت هيئة الكوارث الحكومية عن مقتل 33 شخصا بينهم العديد من المسعفين، وإصابة 53 بجروح في الانهيار الثلجي الثاني، ما يرفع الحصيلة المؤقتة للكارثتين إلى 38 قتيلا و61 جريحا.	OBJ
MIS_209-curl_05_008	ومساكن عاد وثمود معروفة عند العرب يا أخي الفاضل ومنقولة بينهم أخبارها وأحوالها ويمرون عليها في أسفارهم إلى اليمن وإلى الشام.	OBJ
FAT_1136-eurl_06_009	وتقول مصادر إنه في المستشفيات السعودية تمتلئ أسرة العناية المركزة بشكل سريع مع تزايد أعداد العاملين في مجال الصحة المصابين.	OBJ
MIS_2361-eurl_01_008	أتمنى من الناس أن يلحظوا تطوري لأنني أحب التمثيل بطريقة جنوبية وأخاف جداً من ردة فعل الناس، فهم من يرفعون الممثل ومحبتهم أساس كل شيء، وهم المال والرأسمال.	SUBJ
AFP_427-curl_02_006	"نرمين نشرت صورة لها بقناع طبي أرفقتها بعبارة "" تحدى الكورونا بالرقص / حالة وعي، شد دارك "" = الزم بيتك =."	SUBJ
FAT_1232-eurl_02_001	تتواصل عمليات السيطرة على حريقي حراج عين حلاقيم وحزور في الريف الجنوبي الغربي بمنطقة مصياف من قبل فرق الإطفاء في المحافظة وبمشاركة مئات من أهالي المنطقة وأفراد من الجيش وقوى الشرطة وحفظ النظام.	OBJ
AFP_562-eurl_01_003	أطلقت الشرطة النار على جاكوب بليك، يوم الأحد الفائت، وهو من أصول إفريقية، وأب لستة أطفال، في مدينة كينوشا.	OBJ
FAT_1271-eurl_04_014	ولا شك في أنه لا خوف على الكويت من بعده، فقد تركها آمنة مطمئنة، أقوى من أن تهزها أية محاولات أو مؤامرات لزعزعة استقرارها.	SUBJ
MIS_1093-curl_01_004	الخطوة الأولى للعلماء كانت قياس حساسية مستقبلات الضوء في الشبكية، والتي تشمل خلايا مخروطية مسؤولة عن رؤية الألوان وكذلك خلايا عصوية مسؤولة عن الرؤية وتمييز الضوء في الظلام.	OBJ
AFP_887-eurl_01_013	وأعلن اللواء التركي، في بيان مختلف، أنه من خلال متابعة الجهات المختصة وتقصيها مخططات هذه الفئة الضالة الموجهة للنيل من أمن هذه البلاد وأمن مواطنيها والمقيمين، تمكنت من الحصول على معلومات مهمة عن أطراف لها ارتباطات متفاوتة بتلك العناصر وبتلك الأحداث الإجرامية التي استهدفت رجل أمن الرياض، وتفجير المصلين داخل مسجد القديح بالقطيف، وإحباط العمل الإرهابي الذي كان يستهدف المصلين بمسجد الحسين في حي العنود بالدمام، وإقدام الجاني على تفجير نفسه في المواقف الأمامية للمسجد.	OBJ
MIS_702-curl_06_007	وتشكل الأشعة الكونية الزائدة خطراً على صحة رواد الفضاء والمسافرين في الهواء القطبي، إذ تؤثر على الكيمياء الكهربائية في الغلاف الجوي العلوي للأرض وقد تساعد في إحداث البرق الصاعق القاتل.	SUBJ
FAT_1136-eurl_06_001	ذكرت وكالة الأنباء السعودية اليوم الاثنين (22 حزيران/يونيو 2020) في بيان أن المملكة قررت إقامة الحج هذا العام بأعداد محدودة جداً للمواطنين ولمختلف الجنسيات الموجودة داخل المملكة وذلك للسيطرة على تفشي فيروس كورونا المستجد.	OBJ
MIS_560-curl_04_011	وواصل المتحدث باسم القوات الإسرائيلية سلسلة تغريداته موجها سهامه إلى منتقديه.	OBJ
AFP_29-eurl_02_017	"وعلى الصعيد البيئي أيضا، أعلنت منظمات غير حكومية أنها أطلقت عريضة، حصدت أكثر من مليوني توقيع في فرنسا، أنها أحالت الدولة الفرنسية على القضاء في باريس الخميس لـ ""تقصيرها"" في واجب التصدّي للاحترار المناخي."	OBJ
AFP_587-curl_03_005	"وقال مستخدمون إن ""وعود المسؤولين كاذبة بحل مشكل انسداد البالوعات الذي لا يزال يرواح مكانه..."	OBJ
AFP_427-curl_02_018	"دعوات متشددة ومتشنجة ردت عليها الفنانة التونسية في فيديو عبر انستغرام وقالت إن هؤلاء ""لا يحبون الحياة وهم ضد المرأة وحرية المرأة وحرية التعبير وضد الحياة""."	SUBJ
MIS_2164-eurl_03_009	ولم يتسنَ التأكد من صحة هذه الأنباء من مصادر مستقلة.	SUBJ
AFP_345-eurl_01_004	"وحتى قبل إعلان القرار أوقفت بعض مصانع النسيج المحلية العمل على منتجاتها لتنصرف إلى تصنيع الكمامات بدعم وزارة الصناعة والتجارة ""التي وجهت بمجرد ظهور الوباء عددا من مصنعي أكياس من القماش غير المنسوجة إلى تصنيع الكمامات"" الوقائية، بحسب ما أفاد وزير الصناعة والتجارة مولاي حفيظ العلمي وكالة فرانس برس."	OBJ
MIS_299-curl_02_001	"نشرت صحيفة ""ماركا"" الإسبانية أن النجم البرتغالى كريستيانو رونالدو، لاعب يوفنتوس الإيطالى قرر تحويل الفنادق التى يمتلكها فى البرتغال وتحمل العلامة التجارية "" CR7 "" إلى مستشفيات للمساعدة فى علاج المرضى المصابين بفيروس كورونا المستجد فى بلاده مجانا، إلا أن الصحيفة حذفت الخبر بعد نشره لثبوت عدم صدقه وأنها مجرد شائعة."	SUBJ
MIS_1543-eurl_02_009	ويرى منتقدون أن ذلك يهدف إلى خلق مناخ يميّل كفة الميزان لمصلحة الرئيس.	OBJ
MIS_1195-curl_04_015	وتثق الإمارات بأن المجلس لن يحاول التشكيك بقرارات الأمن الوطني التي يحق للدول الأعضاء في (الإيكاو) اتخاذها.	OBJ
MIS_202-curl_02_010	هذا وتعالت أصوات في الولايات المتحدة تنادي بالاستفادة من التجربة السويدية والأوروبية عموما في ما يتعلق بمعاملة السجناء، إذ يرى هؤلاء أن الدول الأوروبية تمنحهم خصوصية أكثر.	OBJ
FAT_1339-eurl_01_007	وزعم صاحب الحساب أن الجيش التركي يقوم بسرقة أشجار الزيتون من عفرين ويرسلها لمدينة هطاي التركية.	OBJ
AFP_887-eurl_01_005	وأحرزت التحقيقات في الحادثة تقدما ملموسا، وجرى القبض على العديد من الأطراف في مدن مختلفة بالسعودية، فيما أعلنت وزارة الداخلية قائمة جديدة تضم 16 مطلوبا أمنيا، على صلة بالحوادث الإرهابية في السعودية.	OBJ
MIS_2663-curl_13_001	سبب اقالة عزمي بشارة من مجلس إدارة قناة الجزيرة	OBJ
MIS_774-curl_02_015	وسيجري تمويل التحفيز البالغة قيمته 117 تريليون ين جزئياً من ميزانية إضافية ثانية، عقب حزمة بالقيمة نفسها نُفذت الشهر الماضي بالفعل.	OBJ
MIS_427-curl_06_002	"وأوضح الدكتور خالد مجاهد، مستشار وزيرة الصحة والسكان لشئون الإعلام والمتحدث الرسمي للوزارة، أنه فور وصول الوزيرة، كان في استقبالها وزير الخارجية الإيطالي ""لويجي دي مايو""، الذي أعرب عن سعادته وشكره وتقديره لما قدمته مصر من مساعدة وتضامنها حكومة وشعبا مع حكومة وشعب إيطاليا الصديق."	OBJ
MIS_119-curl_04_002	في هذه الايام المباركه؟؟ المسكين كل الاطفال في بيوتهم الا هو مرمي في الشوارع لاحول ولا قوة الا بالله.	SUBJ
MIS_701-curl_03_002	"ونقل الموقع عن أحمد معين شيرازي الذي يعيش الآن مع زوجته شابنام شهروخي وطفليهما في منفى اختياري، قوله أن ""المحكمة أصدرت حكمًا ضده وضد زوجته غيابيا بتهم ""الدعاية ضد النظام""، ومنشورات ""فاحشة ومبتذلة"" على وسائل التواصل الاجتماعي، والعمل ضد الآداب العامة، ونشر الفساد الأخلاقي""."	OBJ
MIS_1-curl_06_002	وقال في تدوينة عبر صفحته الرسمية على موقع التواصل الاجتماعي “فيس بوك”: “كتير من المصريين من امبارح بينشروا علي الفيسبوك موضوع “بسبب نقص الرجال.	OBJ
MIS_973-curl_02_012	"وقال المتحدث باسم تويتر أن ""هذه التغريدة صنفت كإعلام متلاعب فيها استنادا إلى سياساتهم المتعلقة بوسائل الإعلام الاصطناعية والتلاعبية لإعطاء الناس مزيدا من السياق ""."	OBJ
MIS_561-curl_01_009	وظلت منطقتا الشرق الأوسط وشمال إفريقيا الأخطر في العالم بالنسبة للصحفيين بحسب التقرير، حيث استفادت العديد من الأنظمة من أزمة كورونا في تصفية حساباتها مع صحفيين لديها.	OBJ
MIS_1280-curl_01_003	وآيا صوفيا تحفة معمارية شيدها البيزنطيون في القرن السادس وكانوا يتوّجون أباطرتهم فيها.	OBJ
MIS_1532-eurl_01_023	وأصبح هذا في ذهن الرئيس عرفات «الممكن إن بذلت كافة الجهود» وعليه فإن منظمة التحرير الفلسطينية مطالبة بالانسجام في برنامجها مع هذا الهدف «الممكن» وعليها أيضاً أن تكون شريكاً ولو ثانوياً في المعركة حتى تحصد النتائج سلبياً أو ايجابياً.	OBJ
MIS_2785-eurl_01_012	وبالرغم من كوني مسيحية كاثوليكية إلا أنني بدأت أهتم بالإسلام.	OBJ
AFP_345-eurl_01_011	بينما اشتكى آخرون على مواقع التواصل الاجتماعي من عدم تمكنهم من العثور عليها.	OBJ
MIS_1027-eurl_01_041	■ وماذا عن اقتراح السودان بتشكيل اللجنة الرئاسية بين الدول الثلاث لحل الأزمة؟	SUBJ
FAT_1392-eurl_06_016	ولم تمض ساعات حتى اجتمع نشطاء من المجتمع المدني في حديقة الحيوان وهم يحملون ما استطاعوا من أدوية وطعام.	OBJ
MIS_480-curl_03_007	ولكن لم يكن الأمر هادئاً هكذا بالنسبة لحيوانات أخرى في بعض المتنزهات في البلاد.	OBJ
MIS_202-curl_02_007	كما تشير الإحصائية إلى أن إيران تحتل المركز الـ 39 في القائمة بعدد سجناء يبلغ 284 مقابل كل 100 ألف مواطن، فيما اعتبرت الهند من أقل الدول من حيث عدد السجناء، وذلك بـ 30 سجين من كل 100 ألف شخص.	OBJ
MIS_561-curl_02_022	وتقدم السودان بعد الثورة على البشير إلى المرتبة 159، متقدماً 16 مرتبة عن موقعه العام الماضي حسب تقييم تقرير منظمة مراسلون بلا حدود المستقلة المعنية بحريات الصحافة وحماية الصحفيين.	OBJ
AFP_587-curl_03_013	ولم يتم الإعلان عن سقوط أي ضحايا من قبل السلطات المحلية، غير أن الديوان الوطني للأرصاد الجوية في بيان أكد أن الأمطار الغزيرة ستستمر في التساقط على مستوى 22 ولاية (محافظة) من بين 48 ولاية تحصيها البلاد، مضيفة أن كمية الأمطار ستتراوح بين 30 إلى 40 ميليمتر.	OBJ
FAT_1120-eurl_05_001	وفاة الشيخ عبد الرحيم محمد متولي الشعراوي نجل الشيخ متولي الشعراوي العالم الاسلامي الجليل عن عمرا يناهز 73 عاما	OBJ
FAT_1074-eurl_03_003	"وتحذر مؤسسة ""اليوم السابع"" قرائها الأعزاء من هذه الصفحات المجهولة على موقع التواصل الاجتماعى ""فيس بوك""، والتى تنتحل اسم ""اليوم السابع"" وتستغله فى النصب وخداع المواطنين، فضلاً عن نشر أخبار كاذبة وشائعات، وذلك بهدف استهداف مصداقية ""اليوم السابع""."	OBJ
MIS_572-curl_18_006	وقال المعارض القطري المقيم في لندن، أن ما جرى كان بوادر انقلاب في قطر، بعد عصيان للأوامر العسكرية، وتمرد، مبينا أنه تمت الاستعانة بما سماه «المستعمر التركي» وقوات التدخل السريع في لخويا لفض العملية.	SUBJ
MIS_973-curl_02_016	"وقال ترامب إن منصات التواصل الاجتماعى بات لديها ""نفوذ افتراضى غير محدود لفرض الرقابة والقيود على أى شكل من أشكال التواصل بين المواطنين العاديين، ولا يمكننا أن ندع ذلك يحدث، خصوصا عندما يبدءون فى فعل ما يفعلونه، لأنهم يفعلون الأشياء بشكل غير صحيح""."	OBJ
MIS_335-eurl_02_011	ولكن الأشخاص الذين يتعرضون له بشدة، يحتمل عدم بقائهم على قيد الحياة.	OBJ
MIS_366-curl_04_021	المناضلة تيريز هلسة في ذمة الله.	SUBJ
AFP_907-eurl_03_009	خروج 530 متعافيا من فيروس كورونا	OBJ
MIS_641-curl_09_003	"واستكمل مدير المستشفى، أنه إستقال بسبب دانيال 4 مدربين وتوفي آخر بسبب نوبة قلبية، كما اعتزل أحد لاعبي النادي اللعب نهائيا، وبدأ دانيال اللعب في خط الهجوم كرأس حربة لكنه قرر الانتقال لِحراسة المرمى لعدم قدرته على الركض ومجاراة اللاعبين، وبسبب عدم مهارته في إمساك الكرات اضطر المدرب للعب بِـسبعة مدافعين وثلاثة بخط الوسط دون هجوم، ويعتبر دانيال صاحب الأجر الأعلى بين زملائه ولذلك تعالت الدعوات له ""اعمل معروف خليك بالبيت""."	OBJ
AFP_345-eurl_01_014	ولا يستبعد المغرب إمكانية التوجه لتصدير الكمامات المصنعة محليا.	OBJ
MIS_446-eurl_01_032	فرنسا تسجل يوميا مئات الوفيات ولا يوجد علاج أو لقاح حاليا، ولكن هناك دواء الكلوروكين الذي أعطى نتائج إيجابية جدا في عدد من دول العالم، التي أظهرت معطيات طبية ونتائج مخبرية شفاء كاملا لعدد كبير لمرضى كوفيد 19.	OBJ
MIS_2043-eurl_04_003	وجاء في البلاغ المقدم من المحامي أبو مرار والمحامي عامر غزال، ان الفعل الذي قام به ماكرون يعتبر مخالفا لأبسط حقوق المعتقدات الدينية التي تنادي بها جميع الأمم.	OBJ
MIS_215-curl_01_001	لم يكن جمال عبدالناصر رئيسًا للمصريين فحسب، لكنه كان أبًا أيضًا وهذا ما جعل سيرته تخلد جيلا بعد جيل.	SUBJ
MIS_1-curl_02_003	2- البرتغال #البرتغال دولة أوروبية لكن عند تعرضها لأزمة اقتصادية كانت تشكل النساء غالبية القوى العاملة،.	OBJ
MIS_2941-eurl_02_009	على ماذا ينص اتفاق دول أوروبية بشأن استقبال لاجئين قاصرين؟	SUBJ
FAT_1062-eurl_02_002	"وقالت وزيرة الصحة، إنه تم إعداد البروتوكول البحثي بالتعاون بين اللجنة العلمية لمكافحة حالات ""كوفيد 19"" والمركز القومي لنقل الدم، لافتة إلى أنه تم إدراج حالات ضمن بروتوكول العلاج تتنوع حالتهم من حالات حرجة وشديدة الخطورة وعددهم حتى اليوم 19 حالة، بلغ عدد حالات الشفاء التام والخروج من مستشفيات العزل 4 حالات، من بين الحالات الـ 19، وإحدى هذه الحالات، خرجت وتحت العزل المنزلي لتحسنها."	OBJ
MIS_505-curl_02_008	"إيماني الآن قوي بما فيه الكفاية، حتى أتمكن من التعرف على الإله الوحيد والحقيقي، والنطق بالشهادة، حتى أتمكن من القول بفخر، نعم أنا مسلم""."	SUBJ
FAT_1118-eurl_02_002	ويأتي هذا التبرع من «الإمارات الإسلامي» انسجاماً مع مبادرة «عام الخير» التي أطلقها صاحب السمو الشيخ خليفة بن زايد آل نهيان رئيس الدولة، حفظه الله، والتي تعزز فرص نجاح مبادرات القطاع الخاص وتحول برامجه المجتمعية إلى مفهوم متكامل يجمع قيماً إنسانية ومجتمعية وتنفذ من خلال الشراكة والتعاون مع المؤسسات الإنسانية في الدولة لتصل التبرعات والمساعدات إلى المستحقين بأسرع وقت ممكن.	OBJ
MIS_30-curl_01_006	نحن أبناء الربيع العربي سنبقى على يقين أن الحرية والديمقراطية أمل الشعوب وطريقها الأوحد الي التقدم والأزدهار وأن الدكتاتورية والأنقلابات العسكرية طريق الجهل والتخلف والدمار وأن الشعوب الواعية المتعلمة لا يمكن الأنقلاب على أرادتها وأن الجيوش جعلت لحماية الحدود وليست لإدارة البلاد.	SUBJ
MIS_20-curl_02_006	"وأفادت وسائل الإعلام، بأن ""الحوثي"" أصيب قبل ثلاثة أيام، بإصابات بليغة، بعد غارة للتحالف على مكان إقامته."	OBJ
AFP_345-eurl_01_009	وهو سعر يدعمه الصندوق الخاص لمواجهة تداعيات الأزمة، والذي بلغ رصيده 33 مليار درهم (نحو 3,3 مليار دولار) من ميزانية الدولة والعديد من التبرعات لشركات خاصة ومؤسسات عمومية وأفراد.	OBJ
MIS_1093-curl_02_014	ما الذي يحدث للعين مع تقدم العمر؟	OBJ
FAT_1414-eurl_03_034	قام موقع تويتر بوضع تحذير على تغريدة لترامب وتغريدتين لاحقتين له أشادا فيهما بأنصاره وما لبث أن حذف تويتر التغريدات الثلاث واتخذ خطوة غير مسبوقة في إغلاق حساب الرئيس لمدة 12 ساعة.	OBJ
MIS_1267-eurl_05_011	وعلى الرغم من ذلك، لاحظ مسؤولو الأمم المتحدة زيادة في وتيرة البناء الاستيطاني، بينما يعتبر مسؤولون إسرائيليون انتخاب ترمب فرصة لتوسيع الاستيطان.	OBJ
MIS_1093-curl_01_017	"يذكر أن التكلفة منخفضة كذلك حيث يكلف المصباح الواحد نحو 13 يورو، تصف جيفري هذه التكنولوجيا بالبسيطة والآمنة للغاية، وتقول ""تكلف أجهزتنا حوالي 12 جنيهًا إسترلينيًا، لذا فإن التكنولوجيا متاحة بشكل كبير للناس""."	OBJ
MIS_238-curl_02_001	"نشرت قناة ""مباشر قطر"" تقريرا جاء فيه أن القصر الأميرى بالدوحة، أصيب بحالة من الهلع دون معرفة العاملين والمسئولين بالسبب الحقيقي لهذه الحالة، لتتردد أسئلة عما يحدث داخل الغرف المغلقة بالقصر وحالة الصمت الرهيب التى تنتاب الموجودين داخله."	OBJ
MIS_855-eurl_01_005	هل أصبحت أمرا واقعا لا مفر منه؟	SUBJ
MIS_1532-eurl_01_047	لكن الأمر لم يكن سهلاً لمعارضة معظم التنظيمات الفلسطينية لمثل هذا البرنامج، ولمعارضة عدد لا يستهان به من قيادة فتح له، وعاشت الساحة الفلسطينية مرحلة من التناقضات السياسية العميقة إذ إن زلزال حرب أكتوبر زلزل المعطيات السابقة وخلق واقعاً جديداً، كان لا بد للقوى الحية والجدلية من التعاطي معه لأن عكس ذلك كان يعني الاندثار السياسي.	SUBJ
AFP_345-eurl_01_010	وتسابق مواطنون غداة إعلان القرار لاقتناء الكمامات الواقية في المحلات التجارية حيث نفذت المخزونات الأولى بسرعة، بحسب شهادات متطابقة.	OBJ
MIS_568-curl_03_003	لأنه عدى حدوده و مش هيشوف الإمبراطورية العثمانية دى تانى … و حياة ….	SUBJ
MIS_2711-eurl_03_016	وسار بايدن وزوجته جيل، مع النائبة هاريس وزوجها دوغ إمهوف، في شارع بنسلفانيا إلى البيت الأبيض، وهم يحيون الأصدقاء والمؤيدين.	OBJ
